time_seconds,group,isc_mean,ci_low,ci_high,n,isc_definition,segment_label
15.5,TD,0.17274092803587038,0.04994408270441232,0.29553777336732845,,within_group_loo,Neutral
15.5,ASD,0.046334285547899666,-0.06950667454293447,0.16217524563873378,,within_group_loo,Neutral
16.0,TD,0.2189422861348381,0.1165719532650949,0.3213126190045813,,within_group_loo,Neutral
16.0,ASD,0.04943350191334061,-0.04191073925886279,0.140777743085544,,within_group_loo,Neutral
16.5,TD,0.07363291571377786,-0.03881691739725515,0.18608274882481088,,within_group_loo,Neutral
16.5,ASD,0.00804873188970945,-0.10596143748590392,0.12205890126532282,,within_group_loo,Neutral
17.0,TD,0.05411245143959772,-0.06316437055229843,0.17138927343149388,,within_group_loo,Neutral
17.0,ASD,-0.0043877178069119185,-0.10813223212289871,0.09935679650907489,,within_group_loo,Neutral
17.5,TD,0.07063780177584361,-0.04010846088008542,0.18138406443177263,,within_group_loo,Neutral
17.5,ASD,0.05490750435981555,-0.05179979902849863,0.16161480774812972,,within_group_loo,Neutral
18.0,TD,0.06894161566990147,-0.021068357615103492,0.1589515889549064,,within_group_loo,Neutral
18.0,ASD,0.114439884482127,-0.00800197874611086,0.23688174771036485,,within_group_loo,Neutral
18.5,TD,0.14199868562123374,0.030624196745754728,0.25337317449671276,,within_group_loo,Neutral
18.5,ASD,0.22584722036115026,0.10070242131589036,0.35099201940641017,,within_group_loo,Neutral
19.0,TD,0.15155626994154292,0.02997221077127661,0.27314032911180924,,within_group_loo,Neutral
19.0,ASD,0.155426636125615,0.037047536621749255,0.27380573562948074,,within_group_loo,Neutral
19.5,TD,0.12676775410411623,0.013339115994137757,0.2401963922140947,,within_group_loo,Neutral
19.5,ASD,0.194894814051602,0.07568259150974528,0.31410703659345873,,within_group_loo,Neutral
20.0,TD,-0.03550040021834743,-0.12298114084154821,0.05198034040485335,,within_group_loo,Neutral
20.0,ASD,0.1935389824811235,0.07631187195570235,0.3107660930065447,,within_group_loo,Neutral
20.5,TD,-0.022537976677313724,-0.1286245012500825,0.08354854789545506,,within_group_loo,Neutral
20.5,ASD,0.20463961118596358,0.09683442198201593,0.31244480038991124,,within_group_loo,Neutral
21.0,TD,-0.008618180038327353,-0.10914111460510294,0.09190475452844822,,within_group_loo,Neutral
21.0,ASD,0.1602156096368378,0.0658983993570454,0.25453281991663024,,within_group_loo,Neutral
21.5,TD,0.019728365946126914,-0.0942909718034437,0.13374770369569752,,within_group_loo,Neutral
21.5,ASD,0.17786323733281723,0.0686302689557978,0.2870962057098366,,within_group_loo,Neutral
22.0,TD,0.028225294611545663,-0.09657196141391977,0.1530225506370111,,within_group_loo,Neutral
22.0,ASD,0.02755918878147291,-0.09205903784848664,0.14717741541143245,,within_group_loo,Neutral
22.5,TD,0.09535874771974191,-0.033049451599043336,0.22376694703852718,,within_group_loo,Neutral
22.5,ASD,0.018164465876463958,-0.10505441553193808,0.14138334728486598,,within_group_loo,Neutral
23.0,TD,0.08812438926164347,-0.04171362120728701,0.21796239973057396,,within_group_loo,Neutral
23.0,ASD,0.06382193608274264,-0.04478772892328477,0.17243160108877004,,within_group_loo,Neutral
23.5,TD,0.058024462678354094,-0.05733333493382367,0.17338226029053186,,within_group_loo,Neutral
23.5,ASD,0.08921351844790887,-0.03856587139474488,0.2169929082905626,,within_group_loo,Neutral
24.0,TD,-0.005281646222039825,-0.10885816065265294,0.0982948682085733,,within_group_loo,Neutral
24.0,ASD,0.0976371346805256,-0.02905820116183938,0.22433247052289057,,within_group_loo,Neutral
24.5,TD,-0.19312870564684248,-0.28779990074783335,-0.09845751054585158,,within_group_loo,Neutral
24.5,ASD,0.03855507653054314,-0.06685973590605063,0.14396988896713692,,within_group_loo,Neutral
25.0,TD,-0.0703613891521495,-0.18659113311831485,0.045868354814015855,,within_group_loo,Neutral
25.0,ASD,-0.02501298155041808,-0.15688844950747008,0.10686248640663391,,within_group_loo,Neutral
25.5,TD,0.01584117935025527,-0.11282660974254465,0.1445089684430552,,within_group_loo,Neutral
25.5,ASD,-0.06987422126995817,-0.18609605604676943,0.0463476135068531,,within_group_loo,Neutral
26.0,TD,0.013329020464716257,-0.09422030971141211,0.12087835064084464,,within_group_loo,Neutral
26.0,ASD,-0.08440936089656843,-0.21129019178055314,0.042471469987416285,,within_group_loo,Neutral
26.5,TD,3.650013356980749e-05,-0.11094200291705508,0.11101500318419469,,within_group_loo,Neutral
26.5,ASD,-0.08385728797873407,-0.21338557491580734,0.045670998958339204,,within_group_loo,Neutral
27.0,TD,0.03282549620457942,-0.09075547455071244,0.15640646695987126,,within_group_loo,Neutral
27.0,ASD,-0.12392966839975245,-0.23535264540029716,-0.012506691399207723,,within_group_loo,Neutral
27.5,TD,0.07638511659151888,-0.04486295425976922,0.19763318744280697,,within_group_loo,Neutral
27.5,ASD,0.014651195514223482,-0.11259202054534323,0.14189441157379018,,within_group_loo,Neutral
28.0,TD,-0.04612093589160412,-0.15066642960373797,0.058424557820529736,,within_group_loo,Neutral
28.0,ASD,-0.003087540330927758,-0.13176362193660138,0.12558854127474586,,within_group_loo,Neutral
28.5,TD,0.11512606734688531,0.002725040631895409,0.2275270940618752,,within_group_loo,Neutral
28.5,ASD,0.03469226426548009,-0.09007655036515569,0.15946107889611585,,within_group_loo,Neutral
29.0,TD,0.11897285244993853,-0.003999087423916442,0.2419447923237935,,within_group_loo,Neutral
29.0,ASD,0.09012029466182901,-0.040237322260284494,0.22047791158394253,,within_group_loo,Neutral
29.5,TD,0.09926365567940854,-0.025456922227258122,0.2239842335860752,,within_group_loo,Neutral
29.5,ASD,0.05259497526584622,-0.07184793761897275,0.17703788815066518,,within_group_loo,Neutral
30.0,TD,0.0792416705626237,-0.016656627452410852,0.17513996857765823,,within_group_loo,Neutral
30.0,ASD,0.03291726228985853,-0.07218636529837587,0.1380208898780929,,within_group_loo,Neutral
30.5,TD,-0.06989783171300444,-0.15828377209485214,0.01848810866884326,,within_group_loo,Neutral
30.5,ASD,-0.06899010278905161,-0.14319235365919408,0.005212148081090856,,within_group_loo,Neutral
31.0,TD,0.17060704344409403,0.06991727319775154,0.2712968136904365,,within_group_loo,Neutral
31.0,ASD,0.01749517619873095,-0.08792138930638231,0.12291174170384421,,within_group_loo,Neutral
31.5,TD,0.21448672090438503,0.10375262537364222,0.32522081643512785,,within_group_loo,Neutral
31.5,ASD,0.007078859290898712,-0.11896126922652622,0.13311898780832365,,within_group_loo,Neutral
32.0,TD,0.20787565729255753,0.09493157471159862,0.3208197398735164,,within_group_loo,Neutral
32.0,ASD,0.028644694856439255,-0.10657683912080554,0.16386622883368404,,within_group_loo,Neutral
32.5,TD,0.14459290556332674,0.052736400315943024,0.23644941081071047,,within_group_loo,Neutral
32.5,ASD,0.0707502960891188,-0.038350826232760094,0.1798514184109977,,within_group_loo,Neutral
33.0,TD,0.013979670120608181,-0.07647645697326644,0.10443579721448279,,within_group_loo,Neutral
33.0,ASD,0.14644088473256253,0.01566852113712852,0.27721324832799654,,within_group_loo,Neutral
33.5,TD,0.08646916066057315,-0.02789588558494506,0.20083420690609138,,within_group_loo,Neutral
33.5,ASD,0.10951346348183089,-0.022203033516310478,0.24122996047997225,,within_group_loo,Neutral
34.0,TD,0.07732231434846124,-0.03486764228934444,0.1895122709862669,,within_group_loo,Neutral
34.0,ASD,0.07827197993905746,-0.03862896409059878,0.19517292396871372,,within_group_loo,Neutral
34.5,TD,0.10820497189155252,-0.0013514378497719304,0.21776138163287698,,within_group_loo,Neutral
34.5,ASD,-0.013849420766154518,-0.14626263594002206,0.11856379440771302,,within_group_loo,Neutral
35.0,TD,0.07052055250880722,-0.040282917658623074,0.1813240226762375,,within_group_loo,Neutral
35.0,ASD,-0.01190623814411718,-0.1499906442734856,0.12617816798525125,,within_group_loo,Neutral
35.5,TD,0.08155607145877036,-0.025911966499783876,0.18902410941732462,,within_group_loo,Neutral
35.5,ASD,-0.06538678691275794,-0.18196609738011882,0.05119252355460292,,within_group_loo,Neutral
36.0,TD,-0.02899206909437625,-0.11662969645773592,0.05864555826898342,,within_group_loo,Neutral
36.0,ASD,-0.12899569718067835,-0.24363092959138305,-0.014360464769973671,,within_group_loo,Neutral
36.5,TD,0.00772676903652222,-0.0998115554671906,0.11526509354023505,,within_group_loo,Neutral
36.5,ASD,0.03701668574660851,-0.07907906203460269,0.15311243352781972,,within_group_loo,Neutral
37.0,TD,-0.03157016413302521,-0.13539478193161592,0.07225445366556549,,within_group_loo,Neutral
37.0,ASD,0.04395665261674999,-0.080123127159543,0.168036432393043,,within_group_loo,Neutral
37.5,TD,-0.01693374721998099,-0.12165383729458669,0.08778634285462471,,within_group_loo,Neutral
37.5,ASD,0.025803775856971106,-0.10388019828845835,0.15548775000240056,,within_group_loo,Neutral
38.0,TD,-0.09113598559501122,-0.19617778101141564,0.013905809821393195,,within_group_loo,Neutral
38.0,ASD,-0.016951476120087253,-0.11735046826564123,0.08344751602546673,,within_group_loo,Neutral
38.5,TD,-0.01975272892146931,-0.12726789097515248,0.08776243313221387,,within_group_loo,Neutral
38.5,ASD,0.006334809736222894,-0.10849712443243145,0.12116674390487725,,within_group_loo,Neutral
39.0,TD,-0.021164216401070603,-0.10809454711897439,0.06576611431683317,,within_group_loo,Neutral
39.0,ASD,-0.01529993797245845,-0.1244868491748155,0.09388697322989861,,within_group_loo,Neutral
39.5,TD,0.036048832568849255,-0.07207110816783996,0.14416877330553848,,within_group_loo,Neutral
39.5,ASD,0.025311855729223003,-0.08113817360517886,0.13176188506362488,,within_group_loo,Neutral
40.0,TD,0.020982249089429084,-0.08689760473179009,0.12886210291064826,,within_group_loo,Neutral
40.0,ASD,0.04981723143306305,-0.05387982105537875,0.15351428392150485,,within_group_loo,Neutral
40.5,TD,0.07367448639522652,-0.027159014979389093,0.1745079877698421,,within_group_loo,Neutral
40.5,ASD,0.08641359411484419,-0.012529308196193481,0.18535649642588187,,within_group_loo,Neutral
41.0,TD,0.1042088549057059,-0.0015313574311881656,0.20994906724259998,,within_group_loo,Neutral
41.0,ASD,0.02734853946588508,-0.06000497886103517,0.11470205779280532,,within_group_loo,Neutral
41.5,TD,0.096437021396189,-0.016579086029595208,0.2094531288219732,,within_group_loo,Neutral
41.5,ASD,0.11472747817049848,0.00038051160723143185,0.22907444473376554,,within_group_loo,Neutral
42.0,TD,0.100935357978947,-0.012062194226374029,0.21393291018426802,,within_group_loo,Neutral
42.0,ASD,0.14729884521687608,0.02516791299761459,0.2694297774361376,,within_group_loo,Neutral
42.5,TD,0.002004214074832087,-0.09854524895139127,0.10255367710105545,,within_group_loo,Neutral
42.5,ASD,0.024905325256787715,-0.08303018293882752,0.13284083345240297,,within_group_loo,Neutral
43.0,TD,0.000555484907812599,-0.11788024095059323,0.11899121076621842,,within_group_loo,Neutral
43.0,ASD,-0.018297917066537998,-0.12082385538882957,0.08422802125575359,,within_group_loo,Neutral
43.5,TD,-0.049048911760858994,-0.15969760612984119,0.0615997826081232,,within_group_loo,Neutral
43.5,ASD,-0.001345085779043715,-0.12402560291395709,0.12133543135586966,,within_group_loo,Neutral
44.0,TD,-0.04100968243832339,-0.14228986345007982,0.060270498573433036,,within_group_loo,Neutral
44.0,ASD,-0.051659954079847636,-0.16977201309666884,0.06645210493697357,,within_group_loo,Neutral
44.5,TD,0.0358725931228933,-0.08657749530218636,0.15832268154797297,,within_group_loo,Neutral
44.5,ASD,-0.12045745813618008,-0.21291525124121657,-0.02799966503114358,,within_group_loo,Neutral
45.0,TD,0.03927325274530564,-0.06230546682984573,0.14085197232045701,,within_group_loo,Neutral
45.0,ASD,-0.03345189710679804,-0.13889588261131264,0.07199208839771658,,within_group_loo,Neutral
45.5,TD,0.07869454102752993,-0.038965849744907424,0.19635493179996727,,within_group_loo,Neutral
45.5,ASD,-0.03685965754862377,-0.14859672616092928,0.07487741106368176,,within_group_loo,Neutral
46.0,TD,0.07875745271698677,-0.052642898835568566,0.21015780426954211,,within_group_loo,Neutral
46.0,ASD,-0.03470889890940256,-0.15297464288461593,0.08355684506581082,,within_group_loo,Neutral
46.5,TD,0.04165226209025228,-0.06992138224788533,0.15322590642838987,,within_group_loo,Neutral
46.5,ASD,-0.14095576313440655,-0.23811223762141787,-0.043799288647395226,,within_group_loo,Neutral
47.0,TD,-0.018732440765202852,-0.11803343491643387,0.08056855338602817,,within_group_loo,Neutral
47.0,ASD,0.022400847305283793,-0.10605532977897009,0.15085702438953769,,within_group_loo,Neutral
47.5,TD,0.06751428889911215,-0.05553118360171022,0.19055976139993452,,within_group_loo,Neutral
47.5,ASD,0.005552937532451902,-0.12411597318582876,0.13522184825073255,,within_group_loo,Neutral
48.0,TD,0.04749547990684516,-0.07233594171611551,0.16732690152980584,,within_group_loo,Neutral
48.0,ASD,-0.05033305595410623,-0.16905716798056844,0.06839105607235599,,within_group_loo,Neutral
48.5,TD,0.06358662180938775,-0.04480696643351301,0.1719802100522885,,within_group_loo,Neutral
48.5,ASD,-0.14104776516478426,-0.2605431580475209,-0.021552372282047635,,within_group_loo,Neutral
49.0,TD,0.035550294005089536,-0.07244772000785708,0.14354830801803614,,within_group_loo,Neutral
49.0,ASD,-0.11522194594429988,-0.24456850849942005,0.01412461661082029,,within_group_loo,Neutral
49.5,TD,0.0993798264836507,-0.017432761532239438,0.21619241449954082,,within_group_loo,Neutral
49.5,ASD,-0.09763721560531836,-0.2188397504627736,0.023565319252136854,,within_group_loo,Neutral
50.0,TD,0.20282291998709567,0.0797650344878029,0.3258808054863884,,within_group_loo,Neutral
50.0,ASD,-0.22201409336135305,-0.3216963998080208,-0.12233178691468534,,within_group_loo,Neutral
50.5,TD,0.18047944731231066,0.06232835753970599,0.2986305370849153,,within_group_loo,Neutral
50.5,ASD,-0.14459068849989307,-0.25426762602927566,-0.03491375097051046,,within_group_loo,Neutral
51.0,TD,0.09964895929044355,-0.007812003255654704,0.2071099218365418,,within_group_loo,Neutral
51.0,ASD,0.02462011343930606,-0.09795459213132172,0.14719481900993384,,within_group_loo,Neutral
51.5,TD,0.05816190264244179,-0.039097820308344695,0.15542162559322828,,within_group_loo,Neutral
51.5,ASD,0.0230116158694182,-0.10061681564685762,0.14664004738569403,,within_group_loo,Neutral
52.0,TD,0.19994075717600904,0.08305210536508749,0.31682940898693057,,within_group_loo,Neutral
52.0,ASD,-0.014669791149010734,-0.12519736117182761,0.09585777887380616,,within_group_loo,Neutral
52.5,TD,0.09945948949201956,-0.020179108106580496,0.21909808709061962,,within_group_loo,Neutral
52.5,ASD,-0.05583301476791053,-0.1556620100729239,0.04399598053710284,,within_group_loo,Neutral
53.0,TD,0.10002984659339781,-0.005385128201115627,0.20544482138791126,,within_group_loo,Neutral
53.0,ASD,-0.05119539675555705,-0.17226204561057668,0.06987125209946259,,within_group_loo,Neutral
53.5,TD,0.09468566934198903,-0.014155463517083078,0.20352680220106115,,within_group_loo,Neutral
53.5,ASD,0.06190003161608478,-0.04554505961902463,0.16934512285119419,,within_group_loo,Neutral
54.0,TD,0.14750179607457845,0.026312373679987955,0.26869121846916894,,within_group_loo,Neutral
54.0,ASD,0.22665103874837103,0.11051646913327692,0.34278560836346517,,within_group_loo,Neutral
54.5,TD,0.09556362716866264,-0.010987549485755449,0.20211480382308072,,within_group_loo,Neutral
54.5,ASD,0.23321204788343936,0.11653369622443786,0.34989039954244083,,within_group_loo,Neutral
55.0,TD,0.19231763333587895,0.08402738501517187,0.30060788165658603,,within_group_loo,Neutral
55.0,ASD,0.19889342467934193,0.09158599661150987,0.306200852747174,,within_group_loo,Neutral
55.5,TD,0.1918109256437647,0.08229466356108961,0.3013271877264398,,within_group_loo,Neutral
55.5,ASD,0.08197815639428072,-0.016714685304102153,0.18067099809266357,,within_group_loo,Neutral
56.0,TD,0.156339131599829,0.05846330674694368,0.25421495645271436,,within_group_loo,Neutral
56.0,ASD,0.0831188477890825,-0.031276779013977074,0.19751447459214208,,within_group_loo,Neutral
56.5,TD,0.058852174513324584,-0.030465455433143912,0.14816980445979308,,within_group_loo,Neutral
56.5,ASD,0.10604576101739464,-0.0036883760303980523,0.21577989806518733,,within_group_loo,Neutral
57.0,TD,0.06788085061221301,-0.023935416428353812,0.15969711765277983,,within_group_loo,Neutral
57.0,ASD,0.16979727664924021,0.04494484701959191,0.29464970627888853,,within_group_loo,Neutral
57.5,TD,0.009701095149457382,-0.09416304745775755,0.11356523775667232,,within_group_loo,Neutral
57.5,ASD,0.18114789255336272,0.07471171318453146,0.287584071922194,,within_group_loo,Neutral
58.0,TD,0.07389155610999291,-0.044468786268228935,0.19225189848821478,,within_group_loo,Neutral
58.0,ASD,0.1975981289212345,0.08124527690334199,0.313950980939127,,within_group_loo,Neutral
58.5,TD,0.0879676325939307,-0.03400843201667568,0.2099436972045371,,within_group_loo,Neutral
58.5,ASD,0.1866887884142227,0.06437057203342521,0.3090070047950202,,within_group_loo,Neutral
59.0,TD,0.0739042736628328,-0.03042813522250236,0.17823668254816794,,within_group_loo,Neutral
59.0,ASD,0.19927715002301827,0.08473263304811353,0.313821666997923,,within_group_loo,Neutral
59.5,TD,0.05386462287474128,-0.06140452075830424,0.1691337665077868,,within_group_loo,Neutral
59.5,ASD,0.08913206842149791,-0.02386697579062974,0.20213111263362557,,within_group_loo,Neutral
60.0,TD,0.07165061769041002,-0.046927953602435846,0.1902291889832559,,within_group_loo,Neutral
60.0,ASD,0.1035105636842387,-0.019144551421987607,0.226165678790465,,within_group_loo,Neutral
60.5,TD,0.12398600533256048,0.016803752705982708,0.23116825795913826,,within_group_loo,Neutral
60.5,ASD,0.17202237499716586,0.06136079099457141,0.2826839589997603,,within_group_loo,Neutral
61.0,TD,0.05778254722202911,-0.05279367280802914,0.16835876725208737,,within_group_loo,Neutral
61.0,ASD,0.102548261005114,-0.02994809698796741,0.2350446189981954,,within_group_loo,Neutral
61.5,TD,0.09161567109428903,-0.01925660310916691,0.20248794529774497,,within_group_loo,Neutral
61.5,ASD,0.09984904707441938,-0.027055456931440708,0.22675355108027948,,within_group_loo,Neutral
62.0,TD,0.0985659822512741,-0.012123708668586766,0.20925567317113497,,within_group_loo,Neutral
62.0,ASD,0.0058185607744588065,-0.10926781704664881,0.12090493859556642,,within_group_loo,Neutral
62.5,TD,0.18180248506224764,0.07663097762133923,0.28697399250315603,,within_group_loo,Neutral
62.5,ASD,0.18999339642627228,0.0722977158115187,0.3076890770410259,,within_group_loo,Neutral
63.0,TD,0.1154158778775601,0.003607417485994552,0.22722433826912564,,within_group_loo,Neutral
63.0,ASD,0.21960117333622223,0.09924646034940598,0.33995588632303847,,within_group_loo,Neutral
63.5,TD,0.11106289069321969,0.00919443450807976,0.21293134687835963,,within_group_loo,Neutral
63.5,ASD,0.1550582269764886,0.029183432064606912,0.2809330218883703,,within_group_loo,Neutral
64.0,TD,0.10591898829096354,0.009163228962926706,0.20267474761900037,,within_group_loo,Neutral
64.0,ASD,0.10886879516823975,0.0027791451411910417,0.21495844519528845,,within_group_loo,Neutral
64.5,TD,0.12858246961612216,0.021864753180348695,0.23530018605189562,,within_group_loo,Neutral
64.5,ASD,0.013880303930011691,-0.09847920582617353,0.1262398136861969,,within_group_loo,Neutral
65.0,TD,0.12774768423469451,0.01732810485461965,0.23816726361476936,,within_group_loo,Neutral
65.0,ASD,0.023218376470254484,-0.08840534871995123,0.1348421016604602,,within_group_loo,Neutral
65.5,TD,0.20712964848511772,0.09434522948221477,0.31991406748802065,,within_group_loo,Neutral
65.5,ASD,-0.07936254046025985,-0.18540452491017828,0.02667944398965856,,within_group_loo,Neutral
66.0,TD,0.14459469943134176,0.015771396403873372,0.27341800245881015,,within_group_loo,Neutral
66.0,ASD,-0.037207427454846516,-0.16082904153008273,0.08641418662038972,,within_group_loo,Neutral
66.5,TD,0.0751060450267212,-0.04640138541452715,0.19661347546796956,,within_group_loo,Neutral
66.5,ASD,-0.004456210812086946,-0.1251716839474092,0.11625926232323533,,within_group_loo,Neutral
67.0,TD,0.12030197338379867,0.007439547506808253,0.23316439926078908,,within_group_loo,Neutral
67.0,ASD,-0.04416213197705032,-0.1591086753468513,0.07078441139275067,,within_group_loo,Neutral
67.5,TD,0.2540506922854286,0.144584211239271,0.3635171733315862,,within_group_loo,Neutral
67.5,ASD,0.04392236317133624,-0.06293089725953387,0.15077562360220637,,within_group_loo,Neutral
68.0,TD,0.2096952784968643,0.096177965788332,0.32321259120539664,,within_group_loo,Neutral
68.0,ASD,0.13997021744084945,0.025212695383177816,0.25472773949852107,,within_group_loo,Neutral
68.5,TD,0.18683913006081299,0.07902786756255459,0.2946503925590714,,within_group_loo,Neutral
68.5,ASD,0.14074841843905245,0.01161066872036301,0.2698861681577419,,within_group_loo,Neutral
69.0,TD,0.15290394578589597,0.033512174102792947,0.272295717468999,,within_group_loo,Neutral
69.0,ASD,0.106301685752895,-0.011941309256426058,0.22454468076221606,,within_group_loo,Neutral
69.5,TD,0.13922862611367917,0.018724570082212136,0.2597326821451462,,within_group_loo,Neutral
69.5,ASD,-0.06737893967328432,-0.1821424720438499,0.047384592697281264,,within_group_loo,Neutral
70.0,TD,0.0031788802939072456,-0.09884497335692113,0.10520273394473562,,within_group_loo,Pain-related
70.0,ASD,-0.04703292175631607,-0.15982890370909075,0.06576306019645863,,within_group_loo,Pain-related
70.5,TD,0.05427945559028937,-0.05284918423837046,0.1614080954189492,,within_group_loo,Pain-related
70.5,ASD,-0.09237466584303346,-0.20312734831709417,0.01837801663102724,,within_group_loo,Pain-related
71.0,TD,0.1036239724403722,-0.011530197874832226,0.21877814275557664,,within_group_loo,Pain-related
71.0,ASD,0.03686925511948618,-0.079814150171542,0.15355266041051435,,within_group_loo,Pain-related
71.5,TD,0.11813530734185101,0.0019517125542754116,0.23431890212942663,,within_group_loo,Pain-related
71.5,ASD,0.07846018922217063,-0.045045058345808964,0.20196543679015022,,within_group_loo,Pain-related
72.0,TD,0.1938582661903284,0.09049967120840173,0.29721686117225504,,within_group_loo,Pain-related
72.0,ASD,0.1099209444183586,-0.006853642310190672,0.22669553114690788,,within_group_loo,Pain-related
72.5,TD,0.29511450990895677,0.19289852483430575,0.3973304949836078,,within_group_loo,Pain-related
72.5,ASD,0.16072869809243062,0.03811486960799246,0.28334252657686876,,within_group_loo,Pain-related
73.0,TD,0.28516200277667947,0.18383117613740957,0.38649282941594937,,within_group_loo,Pain-related
73.0,ASD,0.17767705539019957,0.050742780622102523,0.3046113301582966,,within_group_loo,Pain-related
73.5,TD,0.26643933536873715,0.1748570596431162,0.3580216110943581,,within_group_loo,Neutral
73.5,ASD,0.10235561644561214,-0.010070642273275143,0.21478187516449943,,within_group_loo,Neutral
74.0,TD,0.09440645598650978,-0.015350407431664298,0.20416331940468385,,within_group_loo,Neutral
74.0,ASD,-0.004583065886000051,-0.11702925539375154,0.10786312362175145,,within_group_loo,Neutral
74.5,TD,0.11742043300862282,0.0031621417736223956,0.23167872424362324,,within_group_loo,Neutral
74.5,ASD,0.006527944137885477,-0.10318734058539485,0.1162432288611658,,within_group_loo,Neutral
75.0,TD,0.11423197861026729,0.00029177929696605487,0.22817217792356853,,within_group_loo,Neutral
75.0,ASD,-0.02529958770391664,-0.11628174321879098,0.06568256781095771,,within_group_loo,Neutral
75.5,TD,0.07161624004336138,-0.030980663335469324,0.17421314342219207,,within_group_loo,Neutral
75.5,ASD,-0.176526690480706,-0.2602497162570211,-0.09280366470439086,,within_group_loo,Neutral
76.0,TD,0.19116433998979557,0.08228854228328909,0.30004013769630206,,within_group_loo,Neutral
76.0,ASD,-0.15944831595929293,-0.26531976548760294,-0.0535768664309829,,within_group_loo,Neutral
76.5,TD,0.1718410502088421,0.059564780375411824,0.2841173200422724,,within_group_loo,Neutral
76.5,ASD,-0.11911740385476134,-0.23387504180551555,-0.004359765904007121,,within_group_loo,Neutral
77.0,TD,0.18879958995961862,0.07509524122343099,0.3025039386958063,,within_group_loo,Neutral
77.0,ASD,-0.006051352264035634,-0.11772773815909796,0.10562503363102668,,within_group_loo,Neutral
77.5,TD,0.1615646378028981,0.06357854258044195,0.25955073302535425,,within_group_loo,Neutral
77.5,ASD,-0.0026301622234278757,-0.12697625504687526,0.1217159306000195,,within_group_loo,Neutral
78.0,TD,0.1648971133634928,0.0536444818481492,0.2761497448788364,,within_group_loo,Neutral
78.0,ASD,0.00639446866494339,-0.11806618372457187,0.13085512105445865,,within_group_loo,Neutral
78.5,TD,0.09271993322492149,-0.02333373357297687,0.20877360002281986,,within_group_loo,Neutral
78.5,ASD,0.030641682885174833,-0.08515024920752465,0.14643361497787433,,within_group_loo,Neutral
79.0,TD,0.14031020845751485,0.03360920636338552,0.24701121055164418,,within_group_loo,Neutral
79.0,ASD,0.08352542097793478,-0.019442603320249968,0.18649344527611952,,within_group_loo,Neutral
79.5,TD,0.19438549044761402,0.08365512379810784,0.3051158570971202,,within_group_loo,Neutral
79.5,ASD,0.12419666873678155,0.00624831811343593,0.24214501936012717,,within_group_loo,Neutral
80.0,TD,0.2516726151523578,0.1358768868782874,0.3674683434264282,,within_group_loo,Neutral
80.0,ASD,0.09882514673668488,-0.027447341395557684,0.22509763486892745,,within_group_loo,Neutral
80.5,TD,0.20697487631876124,0.09895647774011991,0.3149932748974026,,within_group_loo,Neutral
80.5,ASD,0.10927391730606374,-0.0030285443215056496,0.22157637893363313,,within_group_loo,Neutral
81.0,TD,0.12302543645622682,0.014633110314569972,0.23141776259788366,,within_group_loo,Neutral
81.0,ASD,0.13476060233977977,0.005950582436674096,0.2635706222428854,,within_group_loo,Neutral
81.5,TD,0.14048529794372597,0.019604583668588457,0.26136601221886346,,within_group_loo,Neutral
81.5,ASD,0.13544077151475015,0.006427641647201027,0.2644539013822993,,within_group_loo,Neutral
82.0,TD,0.12159538399509695,0.0041968970318912585,0.23899387095830266,,within_group_loo,Neutral
82.0,ASD,0.07110129584804435,-0.04647989789633329,0.188682489592422,,within_group_loo,Neutral
82.5,TD,0.02188420435499912,-0.09407587364438856,0.1378442823543868,,within_group_loo,Neutral
82.5,ASD,0.01660484391864758,-0.10872975824040498,0.14193944607770015,,within_group_loo,Neutral
83.0,TD,-0.05935466930156896,-0.1675304184231395,0.048821079820001584,,within_group_loo,Neutral
83.0,ASD,-0.054936286483760484,-0.16869023677590686,0.0588176638083859,,within_group_loo,Neutral
83.5,TD,-0.04551746196520945,-0.16132043883236363,0.07028551490194472,,within_group_loo,Neutral
83.5,ASD,-0.09337275451775588,-0.1902853869207414,0.0035398778852296364,,within_group_loo,Neutral
84.0,TD,-0.021074143245408312,-0.12725407357179505,0.08510578708097842,,within_group_loo,Neutral
84.0,ASD,-0.15081076751282937,-0.2503130861401911,-0.05130844888546762,,within_group_loo,Neutral
84.5,TD,0.02015169301785726,-0.09705254800404543,0.13735593403975996,,within_group_loo,Neutral
84.5,ASD,0.018034275461480887,-0.08369116482575246,0.11975971574871423,,within_group_loo,Neutral
85.0,TD,0.011828880849775306,-0.10098095921563296,0.12463872091518358,,within_group_loo,Neutral
85.0,ASD,0.015899124344209186,-0.0663277554067327,0.09812600409515108,,within_group_loo,Neutral
85.5,TD,0.039093020727510176,-0.08089801396771262,0.159084055422733,,within_group_loo,Neutral
85.5,ASD,0.07264230113291961,-0.03133977398914245,0.17662437625498167,,within_group_loo,Neutral
86.0,TD,0.06962095806210394,-0.05854877740385314,0.19779069352806103,,within_group_loo,Neutral
86.0,ASD,0.1675433163873678,0.04953828104472391,0.2855483517300117,,within_group_loo,Neutral
86.5,TD,0.0914235140071789,-0.03348549534742473,0.21633252336178252,,within_group_loo,Mentalizing
86.5,ASD,0.1853952280572056,0.06289908160633918,0.307891374508072,,within_group_loo,Mentalizing
87.0,TD,0.06750802177990345,-0.03861589477602301,0.1736319383358299,,within_group_loo,Mentalizing
