metric,n_asd,n_td,asd_mean,td_mean,gap_td_minus_asd,welch_p,note
rest,61,75,1.8681096518547926,1.9914963481263392,0.12338669627154664,2.242697177758325e-05,
movie,61,75,1.9546686770255277,1.9041565291413554,-0.050512147884172354,0.23702039114230386,
delta_movie_minus_rest,61,75,0.08655902517073515,-0.0873398189849838,-0.17389884415571893,0.0001644679748202616,
cmi_log_ratio,61,75,0.041499508367367606,-0.048732252298514814,-0.09023176066588243,9.933910741115284e-05,
cmi_pct_change,61,75,5.396931652045144,-4.230913048798685,-9.627844700843829,0.00019971244591676044,
movie_isc_mean,61,75,0.06798861619422818,0.11606972849348893,0.04808111229926075,0.009776069844694634,
gap_convergence_abs_exponent,61,75,,,0.173898844155719,,rest_gap_minus_movie_gap; positive => movie narrows TD-ASD exponent gap
