cohort,Source,SS,DF1,DF2,MS,F,p_unc,np2,eps
hbn_matched,group,0.006771468383824213,1,222,0.006771468383824213,0.024039784649180364,0.8769246011861862,0.0001082755933659148,
hbn_matched,state,6.894815776101847,1,222,6.894815776101847,36.54828637511109,6.238681100178266e-09,0.14135961559646745,1.0
hbn_matched,Interaction,2.756644453807482,1,222,2.756644453807482,14.612519638498503,0.00017150581731447786,0.06175717016506063,
hbn_full,group,0.006771468383824213,1,222,0.006771468383824213,0.024039784649180364,0.8769246011861862,0.0001082755933659148,
hbn_full,state,6.894815776101847,1,222,6.894815776101847,36.54828637511109,6.238681100178266e-09,0.14135961559646745,1.0
hbn_full,Interaction,2.756644453807482,1,222,2.756644453807482,14.612519638498503,0.00017150581731447786,0.06175717016506063,
