segment,group,mean_isc,se,ci_low,ci_high,n,comparison_p,fdr_p,isc_definition
mentalizing,ASD,0.033198530392423,,,,136,0.0222884005773524,0.0334326008660286,td_template
mentalizing,TD,0.0850001196887631,,,,136,0.0222884005773524,0.0334326008660286,td_template
pain,ASD,0.0582279165097603,,,,136,0.0013906335223511,0.0027812670447022,td_template
pain,TD,0.1336839385996507,,,,136,0.0013906335223511,0.0027812670447022,td_template
neutral,ASD,0.0623338553836045,,,,136,8.842605804399493e-06,2.652781741319848e-05,td_template
neutral,TD,0.1148431157713363,,,,136,8.842605804399493e-06,2.652781741319848e-05,td_template
