eye_state,pipeline,model_type,estimate_td_minus_asd,se,ci_low,ci_high,p,n,n_pairs
EO,nuclear_knee,primary_covariates,0.1596035736336365,0.0789816260209929,0.0039422120832957,0.3152649351839773,0.0445211049596335,224.0,
EO,nuclear_knee,primary_plus_release,0.1389753398986129,0.0815579897848311,-0.0217975313148124,0.2997482111120383,0.0898520206134511,224.0,
EO,legacy_fixed,primary_covariates,0.056477564669112,0.0586351496733394,-0.0590838347687023,0.1720389641069263,0.3365078898928335,224.0,
EO,legacy_fixed,primary_plus_release,0.0765303877309937,0.0591269901606985,-0.0400249123618913,0.1930856878238788,0.1969630192191559,224.0,
EO,nuclear_knee,welch_group_comparison,0.1646605531061329,,0.0039422120832957,0.3152649351839773,0.0357359158638262,224.0,
EO,legacy_fixed,welch_group_comparison,0.0373408256514862,,-0.0590838347687023,0.1720389641069263,0.5143500387289478,224.0,
EO,nuclear_knee,paired_t,0.1977712642074559,,,,0.0234791680284681,,106.0
EO,legacy_fixed,paired_t,0.0379316483799845,,,,0.5300467931127555,,106.0
